"id";"title";"runtime";"revenue";"adult";"release_date"
3144;"Rock 'n' Roll Frankenstein";88;0;FALSE;1999-01-01
2112;"Payback";100;161626121;FALSE;1999-02-05
1542;"Office Space";89;12827813;FALSE;1999-02-19
26425;"Just the Ticket";115;0;FALSE;1999-02-26
799;"Annaluise & Anton";107;0;FALSE;1999-03-11
1641;"Forces of Nature";105;93888180;FALSE;1999-03-12
1073;"Arlington Road";117;0;FALSE;1999-03-19
603;"The Matrix";136;463517383;FALSE;1999-03-30
4951;"10 Things I Hate About You";97;53478166;FALSE;1999-03-30
5470;"Beowulf";95;1531251;FALSE;1999-04-01
8970;"The Out-of-Towners";90;2,9e+07;FALSE;1999-04-02
1946;"eXistenZ";97;2856712;FALSE;1999-04-14
6522;"Life";108;73345029;FALSE;1999-04-16
564;"The Mummy";124;415885488;FALSE;1999-04-16
1090;"The Thirteenth Floor";100;18564088;FALSE;1999-04-16
99;"All About My Mother";101;67872296;FALSE;1999-04-19
77291;"Orfeu";110;0;FALSE;1999-04-21
1844;"Entrapment";112;212404396;FALSE;1999-04-29
6552;"Idle Hands";92;4152230;FALSE;1999-04-30
31524;"Sarfarosh";162;0;FALSE;1999-04-30
509;"Notting Hill";124;363889678;FALSE;1999-05-13
8672;"My Best Fiend";95;0;FALSE;1999-05-17
4291;"Kikujiro";117;0;FALSE;1999-06-05
2275;"The General's Daughter";116;149705852;FALSE;1999-06-18
5319;"Hum Dil De Chuke Sanam";188;0;FALSE;1999-06-18
8487;"Wild Wild West";106;222104681;FALSE;1999-06-29
5248;"Virtual Sexuality";92;0;FALSE;1999-07-02
2105;"American Pie";95;235483004;FALSE;1999-07-09
345;"Eyes Wide Shut";159;162091208;FALSE;1999-07-14
332;"Inspector Gadget";78;0;FALSE;1999-07-23
1812;"Trick";89;2049595;FALSE;1999-07-23
8914;"Deep Blue Sea";105;73648228;FALSE;1999-07-28
4806;"Runaway Bride";116;309457509;FALSE;1999-07-30
745;"The Sixth Sense";107;672806292;FALSE;1999-08-06
913;"The Thomas Crown Affair";113;124305181;FALSE;1999-08-06
6182;"The Dream Catcher";99;0;FALSE;1999-08-08
40833;"King Cobra";93;0;FALSE;1999-08-10
2900;"The Astronaut's Wife";109;19598588;FALSE;1999-08-26
344;"Bang, Boom, Bang";110;0;FALSE;1999-08-26
1911;"The 13th Warrior";102;61698899;FALSE;1999-08-27
2162;"Chill Factor";101;11263966;FALSE;1999-09-01
250;"In China They Eat Dogs";91;0;FALSE;1999-09-10
8464;"Top of the Food Chain";99;0;FALSE;1999-09-11
4816;"Ghost Dog: The Way of the Samurai";116;0;FALSE;1999-09-13
1050;"Shower";92;0;FALSE;1999-09-13
14;"American Beauty";122;356296601;FALSE;1999-09-15
2290;"Jakob the Liar";120;0;FALSE;1999-09-16
55069;"The Delivery";99;0;FALSE;1999-09-16
2463;"Running Out of Time";93;0;FALSE;1999-09-23
6415;"Three Kings";114;1,08e+08;FALSE;1999-09-27
492;"Being John Malkovich";112;22863596;FALSE;1999-09-30
1661;"Gigantics";80;0;FALSE;1999-09-30
2241;"Sun Alley";101;0;FALSE;1999-10-07
550;"Fight Club";139;100853753;FALSE;1999-10-15
25752;"Children of the Corn 666: Isaac's Return";82;0;FALSE;1999-10-19
1277;"Gloomy Sunday";112;585604;FALSE;1999-10-21
3173;"Bangkok Dangerous";105;0;FALSE;1999-11-01
2020;"The Bachelor";101;36911617;FALSE;1999-11-05
2668;"Sleepy Hollow";105;206071502;FALSE;1999-11-18
52666;"The Debt";106;0;FALSE;1999-11-19
26133;"Tuesdays with Morrie";89;0;FALSE;1999-12-05
334;"Magnolia";188;48451803;FALSE;1999-12-08
497;"The Green Mile";189;284600000;FALSE;1999-12-10
89774;"Air: Eating, Sleeping, Waiting and Playing";60;0;FALSE;1999-12-13
1715;"The Cider House Rules";126;88545092;FALSE;1999-12-17
926;"Galaxy Quest";102;90683916;FALSE;1999-12-23
1213;"The Talented Mr. Ripley";139;128798265;FALSE;1999-12-25
2331;"Jesus";240;0;FALSE;1999-12-25
70282;"The Visit";107;0;FALSE;2000-01-01
70121;"First Target";93;0;FALSE;2000-01-01
48522;"The Periwig-Maker";15;0;FALSE;2000-01-01
4369;"Just a Question of Love";88;0;FALSE;2000-01-01
68954;"Longitude";198;0;FALSE;2000-01-13
2360;"Saving Grace";93;26330482;FALSE;2000-01-24
2890;"André Hazes, Zij Gelooft in Mij";86;0;FALSE;2000-01-27
3178;"Beat";93;0;FALSE;2000-01-29
4234;"Scream 3";116;161834276;FALSE;2000-02-03
318;"The Million Dollar Hotel";122;0;FALSE;2000-02-09
1907;"The Beach";119;144056873;FALSE;2000-02-11
5247;"Mercy";117;0;FALSE;2000-02-11
2787;"Pitch Black";108;53187659;FALSE;2000-02-18
2069;"The Whole Nine Yards";98;106371651;FALSE;2000-02-18
2155;"Reindeer Games";124;32168970;FALSE;2000-02-25
1831;"The Next Best Thing";108;24362772;FALSE;2000-03-03
552;"Bread and Tulips";114;0;FALSE;2000-03-03
2067;"Mission to Mars";114;60874615;FALSE;2000-03-10
2133;"The Perfect Storm";130;325756637;FALSE;2000-03-15
243;"High Fidelity";113;47126295;FALSE;2000-03-17
2085;"Romeo Must Die";115;91036760;FALSE;2000-03-20
2621;"Return to Me";115;36609995;FALSE;2000-04-07
1359;"American Psycho";102;34266564;FALSE;2000-04-13
4967;"Keeping the Faith";127;37036004;FALSE;2000-04-14
3536;"U-571";116;127666415;FALSE;2000-04-20
889;"The Flintstones in Viva Rock Vegas";90;59468275;FALSE;2000-04-28
98;"Gladiator";155;457640427;FALSE;2000-05-01
7093;"Vatel";125;0;FALSE;2000-05-01
16;"Dancer in the Dark";140;40031879;FALSE;2000-05-17
71;"Billy Elliot";110;1,1e+08;FALSE;2000-05-18
955;"Mission: Impossible II";123;546388105;FALSE;2000-05-24
8584;"Shanghai Noon";110;56932305;FALSE;2000-05-26
479;"Shaft";99;107196498;FALSE;2000-06-15
7450;"Titan A.E.";94;36754634;FALSE;2000-06-16
55;"Amores perros";154;20908467;FALSE;2000-06-16
1837;"The Secret";107;0;FALSE;2000-06-21
2123;"Me, Myself & Irene";116;149270999;FALSE;2000-06-22
2024;"The Patriot";165;215294342;FALSE;2000-06-28
3134;"Baise-moi";77;940944;FALSE;2000-06-28
103688;"Daydream Believers: The Monkees Story";92;0;FALSE;2000-06-28
4247;"Scary Movie";88;278019771;FALSE;2000-07-07
2655;"What Lies Beneath";130;155464351;FALSE;2000-07-21
26366;"Ellen DeGeneres: The Beginning";66;0;FALSE;2000-07-23
3716;"In July";100;0;FALSE;2000-08-23
72356;"Sade";100;0;FALSE;2000-08-23
1588;"Bring It On";98;90449929;FALSE;2000-08-25
742;"Together";106;0;FALSE;2000-08-25
1609;"There's Only One Jimmy Grimble";106;0;FALSE;2000-08-25
2089;"Cutaway";104;0;FALSE;2000-08-26
107;"Snatch";103;83557872;FALSE;2000-09-01
5001;"Before Night Falls";134;8524534;FALSE;2000-09-03
41571;"The Heart of the World";6;0;FALSE;2000-09-07
1619;"The Way of the Gun";119;19125401;FALSE;2000-09-08
327;"Brother";114;15250000;FALSE;2000-09-09
2440;"Joint Security Area";110;0;FALSE;2000-09-09
4973;"Under the Sand";92;0;FALSE;2000-09-11
786;"Almost Famous";122;47383689;FALSE;2000-09-15
146;"Crouching Tiger, Hidden Dragon";120;213525736;FALSE;2000-10-01
2805;"Tears of the Black Tiger";110;0;FALSE;2000-10-05
1597;"Meet the Parents";108;330444045;FALSE;2000-10-06
77;"Memento";113;39723096;FALSE;2000-10-11
6521;"The Contender";126;0;FALSE;2000-10-13
4226;"Shriek If You Know What I Did Last Friday the Thirteenth";86;0;FALSE;2000-10-17
1636;"Bedazzled";93;90383208;FALSE;2000-10-19
5833;"Casper's Haunted Christmas";84;0;FALSE;2000-10-31
4327;"Charlie's Angels";98;264105545;FALSE;2000-11-02
4958;"The Legend of Bagger Vance";126;39459427;FALSE;2000-11-02
5458;"Cruel Intentions 2";87;0;FALSE;2000-11-09
81782;"Kurukshetra";0;0;FALSE;2000-11-09
8870;"Red Planet";106;33463969;FALSE;2000-11-10
1163;"The Miracle Worker";95;0;FALSE;2000-11-12
8871;"How the Grinch Stole Christmas";104;345141403;FALSE;2000-11-17
919;"Blood: The Last Vampire";48;0;FALSE;2000-11-18
876;"Frank Herbert's Dune";292;0;FALSE;2000-12-03
112;"Italian for Beginners";112;0;FALSE;2000-12-07
5707;"Shooting War";88;0;FALSE;2000-12-07
5994;"The Family Man";125;0;FALSE;2000-12-12
392;"Chocolat";121;152500343;FALSE;2000-12-14
1493;"Miss Congeniality";111;2,12e+08;FALSE;2000-12-14
8859;"Dude, Where’s My Car?";83;73180723;FALSE;2000-12-15
3981;"What Women Want";127;374111707;FALSE;2000-12-15
3176;"Battle Royale";114;2,5e+07;FALSE;2000-12-16
69974;"The Sea That Thinks";100;0;FALSE;2000-12-20
711;"Finding Forrester";136;80049764;FALSE;2000-12-21
2046;"The Gift";111;12008642;FALSE;2000-12-22
1900;"Traffic";147;207515725;FALSE;2000-12-27
5521;"Finder's Fee";100;0;FALSE;2001-01-01
8341;"Samsara";138;0;FALSE;2001-01-01
90061;"American Mullet";0;0;FALSE;2001-01-01
2132;"Totally Blonde";94;0;FALSE;2001-01-01
111913;"A2";131;0;FALSE;2001-01-01
5955;"The Pledge";123;29400000;FALSE;2001-01-09
141;"Donnie Darko";113;1270522;FALSE;2001-01-18
1282;"Dogtown and Z-Boys";91;0;FALSE;2001-01-18
4012;"The Believer";98;416925;FALSE;2001-01-19
3577;"The Tunnel";150;0;FALSE;2001-01-21
27338;"The Pretender 2001";96;0;FALSE;2001-01-22
2018;"The Wedding Planner";103;94728529;FALSE;2001-01-26
37857;"Don's Plum";89;6297;FALSE;2001-02-10
2575;"The Tailor of Panama";109;28008462;FALSE;2001-02-11
1921;"Sweet November";119;65754228;FALSE;2001-02-16
58904;"Haunted Castle";38;13651656;FALSE;2001-02-23
6073;"The Mexican";123;147845033;FALSE;2001-03-01
2749;"15 Minutes";120;56359980;FALSE;2001-03-01
575;"The Experiment";114;0;FALSE;2001-03-07
824;"Moulin Rouge!";127;179213434;FALSE;2001-03-09
4241;"Visitor Q";84;0;FALSE;2001-03-17
26791;"Brigham City";119;852206;FALSE;2001-03-30
1284;"Torrente 2: Mission in Marbella";99;0;FALSE;2001-03-30
4133;"Blow";124;83282296;FALSE;2001-04-04
6935;"Yamakasi";90;0;FALSE;2001-04-04
2043;"Along Came a Spider";104;105178561;FALSE;2001-04-06
56715;"Just Visiting";88;0;FALSE;2001-04-06
2144;"One Night at McCool's";93;0;FALSE;2001-04-19
1433;"The Devil's Backbone";106;6459020;FALSE;2001-04-20
467;"The Hole";102;0;FALSE;2001-04-20
194;"Amélie";122;173921954;FALSE;2001-04-25
1734;"The Mummy Returns";130;433013274;FALSE;2001-04-28
27834;"CQ";88;0;FALSE;2001-05-12
1791;"The Piano Teacher";131;9801375;FALSE;2001-05-14
808;"Shrek";90;484409218;FALSE;2001-05-16
1018;"Mulholland Drive";147;20117339;FALSE;2001-05-16
52717;"In Praise of Love";97;0;FALSE;2001-05-16
441;"Human Nature";96;705308;FALSE;2001-05-18
62956;"Very Annie Mary";104;46352;FALSE;2001-05-25
1391;"Y Tu Mamá También";106;33616692;FALSE;2001-06-08
1995;"Lara Croft: Tomb Raider";100;274703340;FALSE;2001-06-11
2114;"Final Fantasy: The Spirits Within";106;85131830;FALSE;2001-07-02
4248;"Scary Movie 2";83;141220678;FALSE;2001-07-04
2140;"Kiss of the Dragon";98;64437847;FALSE;2001-07-06
40723;"Trouble Every Day";101;0;FALSE;2001-07-11
8366;"Manitou's Shoe";87;0;FALSE;2001-07-11
8835;"Legally Blonde";96;141774679;FALSE;2001-07-13
331;"Jurassic Park III";92;368780809;FALSE;2001-07-18
129;"Spirited Away";125;274925095;FALSE;2001-07-20
869;"Planet of the Apes";119;362211740;FALSE;2001-07-25
2171;"Wet Hot American Summer";97;295206;FALSE;2001-07-27
1933;"The Others";101;0;FALSE;2001-08-02
2057;"Original Sin";118;35402320;FALSE;2001-08-03
2141;"James Dean";90;0;FALSE;2001-08-04
2779;"The Curse of the Jade Scorpion";103;0;FALSE;2001-08-05
2770;"American Pie 2";108;287553595;FALSE;2001-08-10
1722;"Captain Corelli's Mandolin";131;62112895;FALSE;2001-08-17
27329;"The Legend of Suriyothai";185;0;FALSE;2001-08-17
2294;"Jay and Silent Bob Strike Back";104;33788161;FALSE;2001-08-22
53000;"Soul Assassin";96;0;FALSE;2001-08-23
1583;"Lammbock";93;0;FALSE;2001-08-23
38304;"Far Away";120;0;FALSE;2001-08-29
480;"Monsoon Wedding";114;0;FALSE;2001-08-30
1783;"To End All Wars";108;0;FALSE;2001-09-02
2084;"Birthday Girl";93;0;FALSE;2001-09-06
2894;"The Lady and the Duke";129;0;FALSE;2001-09-07
3640;"Mostly Martha";106;0;FALSE;2001-09-09
2176;"The Glass House";106;23619609;FALSE;2001-09-14
7454;"The Bunker";95;0;FALSE;2001-09-14
2191;"Stranded";95;0;FALSE;2001-09-23
1373;"The Discovery of Heaven";127;0;FALSE;2001-10-01
2034;"Training Day";122;104876233;FALSE;2001-10-05
25753;"Children of the Corn: Revelation";82;0;FALSE;2001-10-09
2100;"The Last Castle";131;27642707;FALSE;2001-10-19
167;"K-PAX";120;50315140;FALSE;2001-10-22
2110;"Wasabi";94;0;FALSE;2001-10-31
585;"Monsters, Inc.";92;562816256;FALSE;2001-11-01
211;"Berlin is in Germany";90;0;FALSE;2001-11-01
65188;"Leben nach Microsoft";72;0;FALSE;2001-11-06
5279;"Gosford Park";137;87754044;FALSE;2001-11-07
1365;"Monster's Ball";111;44909486;FALSE;2001-11-11
74946;"Feast of All Saints";213;0;FALSE;2001-11-11
671;"Harry Potter and the Philosopher's Stone";152;976475550;FALSE;2001-11-16
1535;"Spy Game";126;143049560;FALSE;2001-11-18
2029;"Tanguy";108;0;FALSE;2001-11-21
1999;"In the Bedroom";130;0;FALSE;2001-11-23
4965;"Impostor";102;0;FALSE;2001-12-03
161;"Ocean's Eleven";116;450717150;FALSE;2001-12-07
1613;"The 51st State";93;14;FALSE;2001-12-07
1903;"Vanilla Sky";136;203388341;FALSE;2001-12-10
453;"A Beautiful Mind";135;313542341;FALSE;2001-12-11
1591;"Nowhere in Africa";140;0;FALSE;2001-12-11
31502;"Samurai X : Reflection";90;0;FALSE;2001-12-12
6440;"The Shipping News";111;0;FALSE;2001-12-18
25801;"Aamdani Atthanni Kharcha Rupaiya";141;0;FALSE;2001-12-21
3003;"The Lost World";150;0;FALSE;2001-12-25
2104;"Requiem";98;60700;FALSE;2001-12-28
273;"The White Sound";107;0;FALSE;2001-12-31
554;"The Cuckoo";100;0;FALSE;2002-01-01
333;"Bollywood/Hollywood";101;0;FALSE;2002-01-01
47952;"Two Men Went To War";109;0;FALSE;2002-01-01
26467;"The Climb";99;0;FALSE;2002-01-01
40226;"The Era of Vampires";112;0;FALSE;2002-01-01
81229;"Hacker";90;0;FALSE;2002-01-01
40946;"Fixing Frank";0;0;FALSE;2002-01-01
1958;"8 Women";111;0;FALSE;2002-01-08
1956;"Gerry";103;0;FALSE;2002-01-12
2165;"Liberty Stands Still";96;0;FALSE;2002-01-18
2637;"The Mothman Prophecies";119;55157539;FALSE;2002-01-25
2899;"Asterix & Obelix: Mission Cleopatra";108;111127553;FALSE;2002-01-29
316;"Grill Point";111;0;FALSE;2002-02-12
2750;"24 Hour Party People";117;0;FALSE;2002-02-13
72308;"Shanghai Ghetto";95;0;FALSE;2002-02-28
2752;"40 Days and 40 Nights";94;0;FALSE;2002-03-01
7294;"The Man Without a Past";97;0;FALSE;2002-03-01
2135;"The Time Machine";96;123729176;FALSE;2002-03-04
2594;"Monsieur Batignole";100;0;FALSE;2002-03-06
425;"Ice Age";81;383257136;FALSE;2002-03-10
2095;"Desert Saints";88;0;FALSE;2002-03-10
64;"Talk to Her";112;51001550;FALSE;2002-03-14
6318;"Vaya con Dios";106;0;FALSE;2002-03-28
1537;"Changing Lanes";89;94935764;FALSE;2002-04-07
8460;"The Skulls II";99;0;FALSE;2002-04-09
455;"Bend It Like Beckham";112;76578641;FALSE;2002-04-11
437;"Cube2: Hypercube";94;0;FALSE;2002-04-15
50658;"Bella Bettien";102;0;FALSE;2002-04-17
245;"About a Boy";101;1,29e+08;FALSE;2002-04-26
2722;"The Other Side of the Bed";114;0;FALSE;2002-04-27
1894;"Star Wars: Episode II - Attack of the Clones";142;649398328;FALSE;2002-05-15
1555;"The Spanish Apartment";122;3897799;FALSE;2002-05-17
5168;"To Be and to Have";104;0;FALSE;2002-05-19
1376;"Sweet Sixteen";106;0;FALSE;2002-05-21
1957;"Enough";114;51801187;FALSE;2002-05-24
320;"Insomnia";118;113714830;FALSE;2002-05-24
4614;"The Sum of All Fears";124;1,93e+08;FALSE;2002-05-31
2501;"The Bourne Identity";119;214034224;FALSE;2002-06-14
180;"Minority Report";145;358372926;FALSE;2002-06-20
1615;"Erkan & Stefan 2";80;4508104;FALSE;2002-06-20
2022;"Mr. Deeds";96;171269535;FALSE;2002-06-28
2017;"No Good Deed";97;0;FALSE;2002-06-28
608;"Men in Black II";88;441818803;FALSE;2002-07-03
59387;"The Powerpuff Girls Movie";77;11411644;FALSE;2002-07-03
8665;"K-19: The Widowmaker";138;35168966;FALSE;2002-07-19
818;"Austin Powers in Goldmember";94;296655431;FALSE;2002-07-26
7451;"xXx";124;277448382;FALSE;2002-08-09
7090;"Ken Park";97;447741;FALSE;2002-08-31
1926;"11'09''01 - September 11";135;0;FALSE;2002-09-04
870;"Dolls";114;0;FALSE;2002-09-05
102;"Open Hearts";113;0;FALSE;2002-09-06
2091;"The Badge";99;0;FALSE;2002-09-07
51927;"Stevie";140;97000;FALSE;2002-09-09
61361;"L'outremangeur";NA;0;FALSE;2002-09-10
61401;"Tibet: Cry of the Snow Lion";104;0;FALSE;2002-09-13
423;"The Pianist";150;120072577;FALSE;2002-09-24
542;"The Crime of Padre Amaro";118;0;FALSE;2002-10-01
4108;"The Transporter";92;43928932;FALSE;2002-10-02
1430;"Bowling for Columbine";120;35564473;FALSE;2002-10-09
2111;"Balzac and the Little Chinese Seamstress";116;0;FALSE;2002-10-09
1809;"The Rules of Attraction";110;0;FALSE;2002-10-11
565;"The Ring";115;249348933;FALSE;2002-10-18
64116;"Falling Sky";83;0;FALSE;2002-10-18
9012;"Jackass: The Movie";87;64282312;FALSE;2002-10-21
8094;"The Magdalene Sisters";119;20957001;FALSE;2002-10-24
170;"28 Days Later";113;82719885;FALSE;2002-10-31
65;"8 Mile";110;2,15e+08;FALSE;2002-11-08
156;"Wilbur Wants to Kill Himself";111;0;FALSE;2002-11-08
1416;"The Coast Guard";96;0;FALSE;2002-11-22
51939;"The Hire: Beat the Devil";9;0;FALSE;2002-11-22
57326;"Sabretooth";90;0;FALSE;2002-11-26
2103;"Solaris";99;30002758;FALSE;2002-11-27
64278;"Interceptor Force 2";90;0;FALSE;2002-11-30
1836;"In My Skin";93;0;FALSE;2002-12-04
2757;"Adaptation.";114;32801173;FALSE;2002-12-06
7299;"Equilibrium";107;5359645;FALSE;2002-12-06
7303;"Maid in Manhattan";105;154906693;FALSE;2002-12-13
201;"Star Trek: Nemesis";117;67312826;FALSE;2002-12-13
2755;"About Schmidt";125;105834556;FALSE;2002-12-13
4911;"Dark Blue";118;9237470;FALSE;2002-12-14
1429;"25th Hour";135;13060843;FALSE;2002-12-16
121;"The Lord of the Rings: The Two Towers";179;926287400;FALSE;2002-12-18
2642;"Two Weeks Notice";101;93354918;FALSE;2002-12-19
79;"Hero";99;177394432;FALSE;2002-12-19
31026;"Distant";110;0;FALSE;2002-12-20
640;"Catch Me If You Can";141;352114312;FALSE;2002-12-25
590;"The Hours";114;41597830;FALSE;2002-12-27
4912;"Confessions of a Dangerous Mind";113;33013805;FALSE;2002-12-30
4912;"Confessions of a Dangerous Mind";113;33013805;FALSE;2002-12-30
27674;"Wolves of Wall Street";85;0;FALSE;2002-12-31
4612;"Absolon";96;0;FALSE;2003-01-01
670;"Oldboy";120;14980005;FALSE;2003-01-01
5965;"Scorcher";91;0;FALSE;2003-01-01
48856;"Gun-shy";105;0;FALSE;2003-01-01
206;"Paradise Found";89;0;FALSE;2003-01-01
65310;"Hornblower: Loyalty";125;0;FALSE;2003-01-05
26886;"Bright Future";92;0;FALSE;2003-01-18
1550;"Pieces of April";81;0;FALSE;2003-01-19
2056;"The Station Agent";88;8679814;FALSE;2003-01-26
2334;"Taxi 3";82;65497208;FALSE;2003-01-29
1088;"Whale Rider";101;41400000;FALSE;2003-01-30
1647;"The Recruit";115;101191884;FALSE;2003-01-31
338;"Good bye, Lenin!";121;79384880;FALSE;2003-02-09
26131;"Straight From the Heart";100;0;FALSE;2003-02-09
33688;"Jonny Vang";85;0;FALSE;2003-02-14
8965;"Atlantis: Milo's Return";70;0;FALSE;2003-02-25
20;"My Life Without Me";106;9726954;FALSE;2003-03-07
4972;"The Green Butchers";100;0;FALSE;2003-03-08
5256;"Momentum";88;0;FALSE;2003-03-26
6016;"The Good Thief";108;0;FALSE;2003-04-03
80219;"Homeless to Harvard: The Liz Murray Story";104;0;FALSE;2003-04-07
2662;"House of 1000 Corpses";89;16829545;FALSE;2003-04-11
4368;"Dark Wolf";94;0;FALSE;2003-04-15
48596;"Ana and the Others";80;0;FALSE;2003-04-21
2832;"Identity";90;90259536;FALSE;2003-04-25
3515;"I'll Sleep When I'm Dead";97;490964;FALSE;2003-05-14
43936;"S21: The Khmer Rouge Death Machine";101;0;FALSE;2003-05-17
302;"Swimming Pool";102;22441323;FALSE;2003-05-18
1807;"Elephant";81;10012022;FALSE;2003-05-18
553;"Dogville";178;16680836;FALSE;2003-05-19
5146;"The In-Laws";98;20440627;FALSE;2003-05-23
3097;"The Tulse Luper Suitcases, Part 1: The Moab Story";127;25800;FALSE;2003-05-24
12;"Finding Nemo";100;940335536;FALSE;2003-05-30
2260;"Capturing the Friedmans";107;3117985;FALSE;2003-05-30
321;"Mambo Italiano";92;3031801;FALSE;2003-06-06
58301;"Betty Blowtorch: And Her Amazing True Life Adventures";98;0;FALSE;2003-06-11
4252;"Chalte Chalte";167;0;FALSE;2003-06-12
4552;"A Tale of Two Sisters";115;0;FALSE;2003-06-13
50794;"The Even Stevens Movie";120;0;FALSE;2003-06-13
1927;"Hulk";138;245360480;FALSE;2003-06-19
1114;"The Weeping Camel";91;0;FALSE;2003-06-29
296;"Terminator 3: Rise of the Machines";109;4,35e+08;FALSE;2003-07-02
4592;"Carolina";97;0;FALSE;2003-07-04
3177;"Battle Royale II: Requiem";155;0;FALSE;2003-07-05
22;"Pirates of the Caribbean: The Curse of the Black Pearl";143;655011224;FALSE;2003-07-09
8961;"Bad Boys II";147;273339556;FALSE;2003-07-18
1996;"Lara Croft Tomb Raider: The Cradle of Life";117;156505388;FALSE;2003-07-21
4464;"Seabiscuit";141;148336445;FALSE;2003-07-22
4968;"The Piano Player";91;0;FALSE;2003-07-22
5995;"Miffo";105;0;FALSE;2003-07-31
8273;"American Wedding";103;231449203;FALSE;2003-08-01
6466;"Freddy vs. Jason";97;114908830;FALSE;2003-08-15
2771;"American Splendor";101;6003587;FALSE;2003-08-15
2055;"Open Range";139;68296293;FALSE;2003-08-29
153;"Lost in Translation";102;119723856;FALSE;2003-08-31
3635;"Girl with a Pearl Earring";101;31466789;FALSE;2003-08-31
3168;"Three-Step Dance";107;0;FALSE;2003-08-31
1278;"The Dreamers";115;15121165;FALSE;2003-09-01
2577;"Code 46";92;0;FALSE;2003-09-02
1415;"Party Monster";98;742898;FALSE;2003-09-05
470;"21 Grams";124;60427839;FALSE;2003-09-06
246;"Zatoichi";111;0;FALSE;2003-09-06
508;"Love Actually";135;244931766;FALSE;2003-09-07
3396;"The Yes Men";80;0;FALSE;2003-09-07
1428;"Once Upon a Time in Mexico";102;98185582;FALSE;2003-09-11
1589;"The Boys from County Clare";91;0;FALSE;2003-09-12
277;"Underworld";121;95708457;FALSE;2003-09-19
113;"Spring, Summer, Fall, Winter... and Spring";103;6502364;FALSE;2003-09-19
36401;"Pornography";113;0;FALSE;2003-09-19
237;"Young Adam";93;2500000;FALSE;2003-09-26
32234;"Doppelganger";107;0;FALSE;2003-09-27
4326;"Herr Lehmann";105;0;FALSE;2003-10-01
80346;"Nobody Knows Anything!";88;0;FALSE;2003-10-01
2116;"Out of Time";105;55495563;FALSE;2003-10-03
1584;"School of Rock";108;131282949;FALSE;2003-10-03
322;"Mystic River";138;156822020;FALSE;2003-10-07
24;"Kill Bill: Vol. 1";111;180949000;FALSE;2003-10-10
1611;"The Miracle of Bern";118;0;FALSE;2003-10-15
43708;"Die, Mommie, Die!";90;320092;FALSE;2003-10-31
605;"The Matrix Revolutions";129;424988211;FALSE;2003-11-05
504;"Monster";110;60378584;FALSE;2003-11-16
4970;"Gothika";98;141591324;FALSE;2003-11-21
1549;"Games of Love and Chance";124;0;FALSE;2003-11-25
4254;"Kal Ho Naa Ho";186;13200241;FALSE;2003-11-27
122;"The Lord of the Rings: The Return of the King";201;1118888979;FALSE;2003-12-01
337;"Monsieur Ibrahim";94;11576431;FALSE;2003-12-03
6884;"Evil Alien Conquerors";89;0;FALSE;2003-12-03
616;"The Last Samurai";154;456758981;FALSE;2003-12-05
5846;"Sky High";122;0;FALSE;2003-12-05
1792;"Stuck on You";118;33828318;FALSE;2003-12-10
6964;"Something's Gotta Give";128;266728738;FALSE;2003-12-12
8743;"At Point Blank";100;0;FALSE;2003-12-13
2289;"Cold Mountain";154;173013509;FALSE;2003-12-24
1917;"Who Killed Bambi?";126;0;FALSE;2003-12-24
587;"Big Fish";125;122919055;FALSE;2003-12-25
42418;"Young Black Stallion";49;0;FALSE;2003-12-25
32298;"Seeing Other People";90;0;FALSE;2004-01-01
47200;"Schizo";86;0;FALSE;2004-01-01
32444;"Dorian Blues";88;0;FALSE;2004-01-01
9010;"Silentium";110;0;FALSE;2004-01-01
1640;"Crash";112;98410061;FALSE;2004-01-13
5966;"Along Came Polly";90;171963386;FALSE;2004-01-16
436;"Maria Full of Grace";101;0;FALSE;2004-01-18
540;"D.E.B.S.";91;0;FALSE;2004-01-21
1954;"The Butterfly Effect";113;96060858;FALSE;2004-01-22
2003;"Anatomy of Hell";88;0;FALSE;2004-01-28
4896;"Muxmäuschenstill";90;0;FALSE;2004-01-28
112460;"London Voodoo";90;0;FALSE;2004-02-02
4676;"Grande école";110;0;FALSE;2004-02-04
26;"Walk on Water";103;0;FALSE;2004-02-05
1653;"The Motorcycle Diaries";126;16756372;FALSE;2004-02-06
4553;"The Machinist";101;8203235;FALSE;2004-02-09
80;"Before Sunset";80;15992615;FALSE;2004-02-10
1279;"Samaritan Girl";95;0;FALSE;2004-02-10
1824;"50 First Dates";99;196482882;FALSE;2004-02-13
1404;"Ae Fond Kiss...";104;0;FALSE;2004-02-13
615;"The Passion of the Christ";127;611899420;FALSE;2004-02-25
2349;"Peas at 5:30";107;0;FALSE;2004-03-04
2023;"Hidalgo";136;108103450;FALSE;2004-03-05
363;"Head-On";121;11030861;FALSE;2004-03-11
1586;"Secret Window";96;92913171;FALSE;2004-03-12
41714;"The Beautiful Country";137;0;FALSE;2004-03-13
5528;"The Chorus";96;0;FALSE;2004-03-17
924;"Dawn of the Dead";101;102356381;FALSE;2004-03-19
38;"Eternal Sunshine of the Spotless Mind";108;72258126;FALSE;2004-03-19
140;"Bad Education";106;40266982;FALSE;2004-03-19
41569;"The Nomi Song";98;0;FALSE;2004-03-23
5516;"The Ladykillers";104;0;FALSE;2004-03-25
1487;"Hellboy";122;99318987;FALSE;2004-04-02
2122;"The Whole Ten Yards";98;26155781;FALSE;2004-04-07
